,Household_ID,Zone,Household_Size,Distribution_Date,Ration_Type,Ration_Amount_Kg,Satisfaction_Rating,Rice_Kg,Vegetable_Oil_L,Rice_Per_Person,Oil_Per_Person,Ration_Amount_Per_Person,Zone_Monthly_Total_Kg,Total_Food_Kg,Zone_Quarterly_Total_Kg
873,HH0874,Kakuma 4,1.0,2025-06-13,E-Voucher,37.3,Very Satisfied,29.2,2.5,29.2,2.5,37.3,13447.05,69.0,13447.05
874,HH0875,Kakuma 1,7.0,2025-06-23,E-Voucher,40.16,Very Satisfied,34.6,3.6,4.94,0.51,5.74,19830.82,78.36,19830.82
875,HH0876,Kakuma 4,2.0,2025-06-21,E-Voucher,51.1,Neutral,38.8,3.3,19.4,1.65,25.55,13447.05,93.2,13447.05
876,HH0877,Kakuma 1,5.0,2025-06-21,E-Voucher,50.8,Unsatisfied,38.8,5.0,7.76,1.0,10.16,19830.82,94.6,19830.82
877,HH0878,Kakuma 2,1.0,2025-06-30,E-Voucher,34.3,Very Unsatisfied,27.3,3.0,27.3,3.0,34.3,12251.69,64.6,12251.69
878,HH0879,Kalobeyei,3.0,2025-06-30,E-Voucher,34.2,Unsatisfied,27.1,1.9,9.03,0.63,11.4,12046.84,63.2,12046.84
879,HH0880,Kakuma 3,2.0,2025-06-02,E-Voucher,37.8,Satisfied,23.9,3.0,11.95,1.5,18.9,11340.6,64.7,11340.6
880,HH0881,Kakuma 4,1.0,2025-06-04,E-Voucher,46.4,Very Unsatisfied,30.6,2.5,30.6,2.5,46.4,13447.05,79.5,13447.05
881,HH0882,Kalobeyei,1.0,2025-06-28,E-Voucher,34.9,Unsatisfied,21.6,3.0,21.6,3.0,34.9,12046.84,59.5,12046.84
882,HH0883,Kakuma 3,5.0,2025-06-06,Dry Rations,38.8,Neutral,25.4,3.0,5.08,0.6,7.76,11340.6,67.2,11340.6
883,HH0884,Kakuma 3,1.0,2025-06-26,Cash Transfer,42.7,Satisfied,32.6,3.1,32.6,3.1,42.7,11340.6,78.4,11340.6
884,HH0885,Kakuma 1,6.0,2025-07-01,E-Voucher,31.0,Satisfied,20.9,2.2,3.48,0.37,5.17,669.6,54.1,669.6
885,HH0886,Kakuma 2,5.0,2025-06-27,Cash Transfer,30.3,Satisfied,18.7,2.7,3.74,0.54,6.06,12251.69,51.7,12251.69
886,HH0887,Kakuma 2,3.0,2025-06-23,E-Voucher,38.4,Very Unsatisfied,25.7,3.3,8.57,1.1,12.8,12251.69,67.4,12251.69
887,HH0888,Kalobeyei,7.0,2025-06-23,E-Voucher,40.16,Very Satisfied,31.6,2.8,4.51,0.4,5.74,12046.84,74.56,12046.84
888,HH0889,Kakuma 2,9.0,2025-06-05,E-Voucher,40.16,Very Unsatisfied,32.2,3.0,3.58,0.33,4.46,12251.69,75.36,12251.69
889,HH0890,Kakuma 4,9.0,2025-06-25,Dry Rations,46.7,Unsatisfied,31.9,3.1,3.54,0.34,5.19,13447.05,81.7,13447.05
890,HH0891,Kakuma 2,9.0,2025-06-03,Cash Transfer,29.0,Very Satisfied,18.4,2.6,2.04,0.29,3.22,12251.69,50.0,12251.69
891,HH0892,Kakuma 1,9.0,2025-06-01,Dry Rations,31.9,Unsatisfied,25.4,1.7,2.82,0.19,3.54,19830.82,59.0,19830.82
892,HH0893,Kakuma 2,3.0,2025-06-04,Dry Rations,30.3,Very Satisfied,23.2,1.5,7.73,0.5,10.1,12251.69,55.0,12251.69
893,HH0894,Kakuma 4,7.0,2025-06-25,Cash Transfer,54.1,Very Unsatisfied,35.5,4.9,5.07,0.7,7.73,13447.05,94.5,13447.05
894,HH0895,Kakuma 1,5.0,2025-06-20,Cash Transfer,38.8,Satisfied,23.8,2.9,4.76,0.58,7.76,19830.82,65.5,19830.82
895,HH0896,Kakuma 1,5.0,2025-06-02,E-Voucher,40.2,Neutral,24.6,2.3,4.92,0.46,8.04,19830.82,67.1,19830.82
896,HH0897,Kakuma 1,3.0,2025-06-26,Cash Transfer,40.6,Satisfied,25.3,2.5,8.43,0.83,13.53,19830.82,68.4,19830.82
897,HH0898,Kakuma 1,6.0,2025-06-30,Cash Transfer,32.8,Very Unsatisfied,23.5,3.2,3.92,0.53,5.47,19830.82,59.5,19830.82
898,HH0899,Kakuma 1,7.0,2025-06-30,E-Voucher,55.6,Very Satisfied,43.7,5.2,6.24,0.74,7.94,19830.82,104.5,19830.82
899,HH0900,Kakuma 3,9.0,2025-06-05,Dry Rations,44.1,Satisfied,30.8,3.8,3.42,0.42,4.9,11340.6,78.7,11340.6
900,HH0901,Kakuma 3,1.0,2025-06-03,Cash Transfer,40.16,Very Unsatisfied,31.1,3.0,31.1,3.0,40.16,11340.6,74.26,11340.6
901,HH0902,Kakuma 1,7.0,2025-06-03,Cash Transfer,28.9,Unsatisfied,19.9,3.0,2.84,0.43,4.13,19830.82,51.8,19830.82
902,HH0903,Kalobeyei,8.0,2025-06-28,E-Voucher,28.4,Neutral,21.1,2.8,2.64,0.35,3.55,12046.84,52.3,12046.84
903,HH0904,Kakuma 4,3.0,2025-06-29,E-Voucher,36.9,Very Unsatisfied,27.5,3.6,9.17,1.2,12.3,13447.05,68.0,13447.05
904,HH0905,Kakuma 4,4.0,2025-06-09,E-Voucher,33.0,Very Unsatisfied,20.9,2.0,5.22,0.5,8.25,13447.05,55.9,13447.05
905,HH0906,Kakuma 2,6.0,2025-06-20,Cash Transfer,29.3,Unsatisfied,19.7,2.7,3.28,0.45,4.88,12251.69,51.7,12251.69
906,HH0907,Kalobeyei,7.0,2025-06-06,Dry Rations,36.3,Very Unsatisfied,26.4,2.2,3.77,0.31,5.19,12046.84,64.9,12046.84
907,HH0908,Kakuma 3,4.0,2025-06-18,Dry Rations,37.8,Very Unsatisfied,23.2,3.0,5.8,0.75,9.45,11340.6,64.0,11340.6
908,HH0909,Kakuma 1,8.0,2025-06-18,E-Voucher,41.4,Very Satisfied,27.8,3.5,3.48,0.44,5.18,19830.82,72.7,19830.82
909,HH0910,Kakuma 2,5.0,2025-06-19,Cash Transfer,35.0,Very Unsatisfied,24.7,2.5,4.94,0.5,7.0,12251.69,62.2,12251.69
910,HH0911,Kakuma 4,1.0,2025-06-28,Cash Transfer,29.9,Very Unsatisfied,23.9,3.0,23.9,3.0,29.9,13447.05,56.8,13447.05
911,HH0912,Kakuma 1,1.0,2025-06-12,Cash Transfer,30.3,Satisfied,21.1,1.6,21.1,1.6,30.3,19830.82,53.0,19830.82
912,HH0913,Kakuma 3,3.0,2025-06-25,E-Voucher,52.1,Satisfied,39.8,3.9,13.27,1.3,17.37,11340.6,95.8,11340.6
913,HH0914,Kakuma 1,9.0,2025-06-11,E-Voucher,27.5,Very Satisfied,39.8,3.0,4.42,0.33,3.06,19830.82,70.3,19830.82
914,HH0915,Kakuma 4,8.0,2025-06-02,E-Voucher,43.6,Very Unsatisfied,33.1,4.2,4.14,0.52,5.45,13447.05,80.9,13447.05
915,HH0916,Kalobeyei,1.0,2025-06-02,E-Voucher,45.2,Satisfied,32.5,2.6,32.5,2.6,45.2,12046.84,80.3,12046.84
916,HH0917,Kakuma 3,6.0,2025-06-12,E-Voucher,40.16,Neutral,30.2,2.7,5.03,0.45,6.69,11340.6,73.06,11340.6
917,HH0918,Kakuma 1,9.0,2025-06-12,Cash Transfer,57.7,Neutral,39.4,4.7,4.38,0.52,6.41,19830.82,101.8,19830.82
918,HH0919,Kalobeyei,7.0,2025-06-09,Dry Rations,45.0,Very Unsatisfied,32.4,2.6,4.63,0.37,6.43,12046.84,80.0,12046.84
919,HH0920,Kakuma 4,4.0,2025-06-21,Cash Transfer,58.4,Satisfied,42.4,5.7,10.6,1.42,14.6,13447.05,106.5,13447.05
920,HH0921,Kakuma 3,1.0,2025-06-24,Dry Rations,33.5,Very Satisfied,22.9,3.0,22.9,3.0,33.5,11340.6,59.4,11340.6
921,HH0922,Kalobeyei,2.0,2025-06-02,Dry Rations,33.7,Very Satisfied,21.2,2.0,10.6,1.0,16.85,12046.84,56.9,12046.84
922,HH0923,Kalobeyei,5.0,2025-06-22,Dry Rations,45.3,Very Satisfied,28.0,2.5,5.6,0.5,9.06,12046.84,75.8,12046.84
923,HH0924,Kalobeyei,5.0,2025-06-03,Cash Transfer,37.4,Neutral,22.6,2.0,4.52,0.4,7.48,12046.84,62.0,12046.84
924,HH0925,Kakuma 3,8.0,2025-06-12,Cash Transfer,56.9,Satisfied,44.1,5.4,5.51,0.68,7.11,11340.6,106.4,11340.6
925,HH0926,Kakuma 3,6.0,2025-06-28,Dry Rations,40.16,Satisfied,28.1,2.6,4.68,0.43,6.69,11340.6,70.86,11340.6
926,HH0927,Kakuma 2,8.0,2025-06-30,E-Voucher,29.6,Neutral,19.0,2.1,2.38,0.26,3.7,12251.69,50.7,12251.69
927,HH0928,Kakuma 4,2.0,2025-06-26,E-Voucher,22.6,Very Satisfied,16.9,1.6,8.45,0.8,11.3,13447.05,41.1,13447.05
928,HH0929,Kakuma 1,3.0,2025-06-16,Cash Transfer,39.2,Very Satisfied,26.0,3.0,8.67,1.0,13.07,19830.82,68.2,19830.82
929,HH0930,Kalobeyei,6.0,2025-06-21,Dry Rations,40.16,Very Unsatisfied,27.4,2.1,4.57,0.35,6.69,12046.84,69.66,12046.84
930,HH0931,Kakuma 2,3.0,2025-06-28,E-Voucher,43.1,Unsatisfied,27.3,2.6,9.1,0.87,14.37,12251.69,73.0,12251.69
931,HH0932,Kakuma 1,6.0,2025-06-24,E-Voucher,52.1,Very Unsatisfied,41.3,5.0,6.88,0.83,8.68,19830.82,98.4,19830.82
932,HH0933,Kakuma 2,6.0,2025-06-26,Cash Transfer,50.8,Satisfied,39.1,4.8,6.52,0.8,8.47,12251.69,94.7,12251.69
933,HH0934,Kakuma 3,2.0,2025-06-30,E-Voucher,40.16,Satisfied,26.4,3.0,13.2,1.5,20.08,11340.6,69.56,11340.6
934,HH0935,Kalobeyei,7.0,2025-06-01,Dry Rations,27.1,Unsatisfied,18.5,1.4,2.64,0.2,3.87,12046.84,47.0,12046.84
935,HH0936,Kakuma 1,2.0,2025-06-21,Cash Transfer,27.7,Very Unsatisfied,20.8,1.8,10.4,0.9,13.85,19830.82,50.3,19830.82
936,HH0937,Kakuma 1,6.0,2025-06-03,Cash Transfer,32.6,Unsatisfied,20.5,2.7,3.42,0.45,5.43,19830.82,55.8,19830.82
937,HH0938,Kakuma 1,6.0,2025-06-20,Dry Rations,36.3,Very Satisfied,21.8,2.3,3.63,0.38,6.05,19830.82,60.4,19830.82
938,HH0939,Kakuma 1,3.0,2025-06-02,Cash Transfer,43.1,Very Satisfied,26.0,4.1,8.67,1.37,14.37,19830.82,73.2,19830.82
939,HH0940,Kakuma 1,3.0,2025-06-09,E-Voucher,32.0,Satisfied,23.0,2.6,7.67,0.87,10.67,19830.82,57.6,19830.82
940,HH0941,Kakuma 2,7.0,2025-06-19,E-Voucher,42.8,Neutral,29.6,2.3,4.23,0.33,6.11,12251.69,74.7,12251.69
941,HH0942,Kalobeyei,4.0,2025-06-15,Dry Rations,43.6,Satisfied,30.7,4.2,7.68,1.05,10.9,12046.84,78.5,12046.84
942,HH0943,Kakuma 1,8.0,2025-06-18,E-Voucher,40.16,Neutral,24.9,4.1,3.11,0.51,5.02,19830.82,69.16,19830.82
943,HH0944,Kakuma 3,6.0,2025-06-26,Dry Rations,28.7,Unsatisfied,19.6,1.5,3.27,0.25,4.78,11340.6,49.8,11340.6
944,HH0945,Kakuma 1,4.0,2025-06-11,Dry Rations,44.7,Very Satisfied,33.2,3.4,8.3,0.85,11.18,19830.82,81.3,19830.82
945,HH0946,Kakuma 3,5.0,2025-06-25,E-Voucher,60.8,Very Unsatisfied,33.2,4.0,6.64,0.8,12.16,11340.6,98.0,11340.6
946,HH0947,Kakuma 2,9.0,2025-06-23,Dry Rations,42.5,Unsatisfied,33.2,3.0,3.69,0.33,4.72,12251.69,78.7,12251.69
947,HH0948,Kakuma 4,7.0,2025-06-23,E-Voucher,10.5,Very Satisfied,6.8,0.6,0.97,0.09,1.5,13447.05,17.9,13447.05
948,HH0949,Kalobeyei,9.0,2025-06-22,Cash Transfer,52.4,Neutral,40.0,4.1,4.44,0.46,5.82,12046.84,96.5,12046.84
949,HH0950,Kakuma 1,7.0,2025-06-17,Cash Transfer,33.0,Satisfied,23.7,3.0,3.39,0.43,4.71,19830.82,59.7,19830.82
950,HH0951,Kakuma 4,1.0,2025-06-17,Dry Rations,62.7,Satisfied,40.3,4.7,40.3,4.7,62.7,13447.05,107.7,13447.05
951,HH0952,Kakuma 3,8.0,2025-06-17,E-Voucher,41.2,Satisfied,26.7,2.2,3.34,0.28,5.15,11340.6,70.1,11340.6
952,HH0953,Kakuma 4,4.0,2025-06-11,E-Voucher,23.2,Unsatisfied,16.8,1.9,4.2,0.48,5.8,13447.05,41.9,13447.05
953,HH0954,Kalobeyei,4.0,2025-06-30,E-Voucher,19.4,Satisfied,14.9,1.3,3.72,0.32,4.85,12046.84,35.6,12046.84
954,HH0955,Kakuma 1,7.0,2025-06-15,E-Voucher,55.4,Very Unsatisfied,37.8,5.1,5.4,0.73,7.91,19830.82,98.3,19830.82
955,HH0956,Kakuma 1,3.0,2025-06-15,E-Voucher,51.1,Very Satisfied,33.3,3.7,11.1,1.23,17.03,19830.82,88.1,19830.82
956,HH0957,Kalobeyei,8.0,2025-06-03,Dry Rations,40.16,Unsatisfied,48.2,3.7,6.02,0.46,5.02,12046.84,92.06,12046.84
957,HH0958,Kalobeyei,6.0,2025-06-01,Cash Transfer,40.1,Satisfied,48.2,3.0,8.03,0.5,6.68,12046.84,91.3,12046.84
958,HH0959,Kakuma 3,5.0,2025-06-20,Dry Rations,39.4,Very Satisfied,48.2,3.5,9.64,0.7,7.88,11340.6,91.1,11340.6
959,HH0960,Kakuma 1,5.0,2025-06-29,Dry Rations,36.2,Very Unsatisfied,25.3,2.3,5.06,0.46,7.24,19830.82,63.8,19830.82
960,HH0961,Kakuma 1,8.0,2025-06-16,Cash Transfer,40.16,Satisfied,25.3,3.0,3.16,0.38,5.02,19830.82,68.46,19830.82
961,HH0962,Kakuma 2,8.0,2025-06-02,Dry Rations,36.1,Very Satisfied,25.3,2.2,3.16,0.28,4.51,12251.69,63.6,12251.69
962,HH0963,Kakuma 2,8.0,2025-06-02,Dry Rations,42.2,Very Unsatisfied,28.3,2.8,3.54,0.35,5.28,12251.69,73.3,12251.69
963,HH0964,Kalobeyei,9.0,2025-06-03,E-Voucher,40.16,Neutral,28.3,2.3,3.14,0.26,4.46,12046.84,70.76,12046.84
964,HH0965,Kakuma 3,5.0,2025-06-08,Dry Rations,40.16,Very Unsatisfied,16.2,2.3,3.24,0.46,8.03,11340.6,58.66,11340.6
965,HH0966,Kakuma 1,4.0,2025-06-24,Dry Rations,41.6,Very Unsatisfied,29.0,4.0,7.25,1.0,10.4,19830.82,74.6,19830.82
966,HH0967,Kakuma 1,6.0,2025-06-28,Dry Rations,31.3,Very Unsatisfied,22.3,1.9,3.72,0.32,5.22,19830.82,55.5,19830.82
967,HH0968,Kalobeyei,6.0,2025-06-15,Cash Transfer,7.6,Very Unsatisfied,6.0,0.5,1.0,0.08,1.27,12046.84,14.1,12046.84
968,HH0969,Kakuma 4,2.0,2025-06-07,E-Voucher,45.5,Very Satisfied,34.6,2.6,17.3,1.3,22.75,13447.05,82.7,13447.05
969,HH0970,Kalobeyei,8.0,2025-06-06,E-Voucher,28.9,Very Unsatisfied,19.9,3.0,2.49,0.38,3.61,12046.84,51.8,12046.84
970,HH0971,Kakuma 4,7.0,2025-06-09,Dry Rations,46.6,Very Satisfied,34.7,3.4,4.96,0.49,6.66,13447.05,84.7,13447.05
971,HH0972,Kakuma 1,1.0,2025-06-09,Dry Rations,46.4,Satisfied,33.3,4.4,33.3,4.4,46.4,19830.82,84.1,19830.82
972,HH0973,Kalobeyei,5.0,2025-06-28,Dry Rations,42.8,Very Satisfied,29.9,4.1,5.98,0.82,8.56,12046.84,76.8,12046.84
973,HH0974,Kalobeyei,6.0,2025-06-01,Dry Rations,65.0,Unsatisfied,41.5,4.5,6.92,0.75,10.83,12046.84,111.0,12046.84
974,HH0975,Kakuma 4,4.0,2025-06-08,Dry Rations,38.6,Very Satisfied,26.7,2.9,6.68,0.72,9.65,13447.05,68.2,13447.05
975,HH0976,Kakuma 4,2.0,2025-06-23,Cash Transfer,37.1,Unsatisfied,26.7,3.5,13.35,1.75,18.55,13447.05,67.3,13447.05
976,HH0977,Kalobeyei,4.0,2025-06-23,Dry Rations,46.8,Very Satisfied,36.6,4.2,9.15,1.05,11.7,12046.84,87.6,12046.84
977,HH0978,Kakuma 2,1.0,2025-07-01,E-Voucher,39.4,Very Satisfied,26.3,2.0,26.3,2.0,39.4,338.7,67.7,338.7
978,HH0979,Kakuma 3,7.0,2025-06-03,E-Voucher,51.6,Very Unsatisfied,40.8,3.4,5.83,0.49,7.37,11340.6,95.8,11340.6
979,HH0980,Kakuma 3,2.0,2025-06-04,Cash Transfer,40.16,Satisfied,19.3,1.9,9.65,0.95,20.08,11340.6,61.36,11340.6
980,HH0981,Kakuma 3,2.0,2025-06-26,Dry Rations,27.5,Satisfied,20.0,1.7,10.0,0.85,13.75,11340.6,49.2,11340.6
981,HH0982,Kakuma 4,9.0,2025-06-25,Cash Transfer,47.7,Neutral,33.8,3.0,3.76,0.33,5.3,13447.05,84.5,13447.05
982,HH0983,Kakuma 4,9.0,2025-06-15,Cash Transfer,28.4,Very Unsatisfied,17.8,1.5,1.98,0.17,3.16,13447.05,47.7,13447.05
983,HH0984,Kakuma 2,2.0,2025-06-15,E-Voucher,46.1,Very Unsatisfied,31.1,3.0,15.55,1.5,23.05,12251.69,80.2,12251.69
984,HH0985,Kakuma 3,9.0,2025-06-15,E-Voucher,43.7,Satisfied,27.1,2.8,3.01,0.31,4.86,11340.6,73.6,11340.6
985,HH0986,Kakuma 3,9.0,2025-07-01,Dry Rations,33.1,Very Unsatisfied,24.0,1.7,2.67,0.19,3.68,679.36,58.8,679.36
986,HH0987,Kalobeyei,1.0,2025-06-21,E-Voucher,43.7,Satisfied,30.1,2.7,30.1,2.7,43.7,12046.84,76.5,12046.84
987,HH0988,Kakuma 4,3.0,2025-06-03,Dry Rations,27.7,Very Unsatisfied,20.9,2.5,6.97,0.83,9.23,13447.05,51.1,13447.05
988,HH0989,Kakuma 3,4.0,2025-06-25,Dry Rations,30.0,Very Satisfied,19.3,2.8,4.82,0.7,7.5,11340.6,52.1,11340.6
989,HH0990,Kakuma 2,7.0,2025-06-21,Dry Rations,37.6,Satisfied,23.8,2.8,3.4,0.4,5.37,12251.69,64.2,12251.69
990,HH0991,Kakuma 2,4.0,2025-06-21,Cash Transfer,40.8,Satisfied,27.8,3.0,6.95,0.75,10.2,12251.69,71.6,12251.69
991,HH0992,Kakuma 3,2.0,2025-06-14,E-Voucher,37.0,Unsatisfied,29.1,3.7,14.55,1.85,18.5,11340.6,69.8,11340.6
992,HH0993,Kakuma 4,7.0,2025-06-20,Dry Rations,44.3,Very Unsatisfied,32.9,3.0,4.7,0.43,6.33,13447.05,80.2,13447.05
993,HH0994,Kakuma 2,6.0,2025-06-20,E-Voucher,43.9,Very Unsatisfied,30.0,2.7,5.0,0.45,7.32,12251.69,76.6,12251.69
994,HH0995,Kalobeyei,3.0,2025-06-04,Dry Rations,55.3,Satisfied,38.9,3.6,12.97,1.2,18.43,12046.84,97.8,12046.84
995,HH0996,Kakuma 2,6.0,2025-06-12,E-Voucher,39.0,Very Satisfied,24.1,2.3,4.02,0.38,6.5,12251.69,65.4,12251.69
996,HH0997,Kakuma 1,6.0,2025-06-17,E-Voucher,51.9,Very Satisfied,41.4,3.6,6.9,0.6,8.65,19830.82,96.9,19830.82
997,HH0998,Kakuma 1,5.0,2025-06-17,E-Voucher,49.2,Very Satisfied,36.1,4.7,7.22,0.94,9.84,19830.82,90.0,19830.82
998,HH0999,Kakuma 4,4.0,2025-06-09,Cash Transfer,62.9,Very Unsatisfied,41.3,5.1,10.32,1.27,15.72,13447.05,109.3,13447.05
999,HH1000,Kakuma 3,1.0,2025-06-03,E-Voucher,40.16,Unsatisfied,27.8,2.7,27.8,2.7,40.16,11340.6,70.66,11340.6
